sentence,episode,season,character
Just before sunset  It's finally time.,12,3,
"Hey!  Hange!  Good luck!  Flegel?  Take back Wall Maria for us!  The future of humanity is in your hands!  Captain Levi!  Thank you for saving our city!  You all come back in one piece, all right?!  But go and reclaim our territory!  Someone's got a big mouth.",12,3,
"Well, with the commotion we made, of course they'd find out.",12,3,
"The thing is, all that meat we ordered was from the Reeves Company.",12,3,
Damn that Flegel.,12,3,
"Yeah! You can count on us! You know we will!  How long's it been since the Scouts got a send-off like this?  Who knows? I don't think we've ever  As far as I'm aware, this is a first.",12,3,
The final operation to retake Wall Maria  will now commence!  Advance!  You guys  Do you have the faintest damn clue  what you're doing?!,12,3,
Wall Maria contained one third of humanity's remaining territory.,13,3,
"Five years ago, when humanity lost this territory,  from within the remaining two walls, they realized:  ""That we are not meant to continue living.",13,3,
"""  After all, humanity cannot defeat the Titans.",13,3,
"I'm going to drive out  every last one from this world!  However, one young man gripped that small blade held in his heart,  and thrust it into a Titan, pounding its massive head into the ground.",13,3,
"When humanity saw this, what did they think?  Some were proud.",13,3,
Some held hope.,13,3,
Some cried out in anger.,13,3,
"Then, if Wall Maria was retaken, what would humanity cry out?  Would they finally start believing that humanity deserves to live?  Advance!  That our own fate is something we can decide?  Will it be enough for them to believe?  If only Wall Maria was retaken   ""The Town Where Everything Began""  Whoa!  Hey! You've gotta light up the ground!  S-Sorry.",13,3,
We're not at the foot yet? It's almost dawn.,13,3,
"Once we're over this mountain, Shiganshina's right there.",13,3,
Sorry you're stuck with my horse.,13,3,
You're supposed to be saving your energy.,13,3,
"Yeah, I know.",13,3,
She's right.,13,3,
"Rest up, Eren.",13,3,
"Don't say his name, idiot.",13,3,
"Oh, yeah, sorry.",13,3,
Assume this place is swarming with enemies.,13,3,
Titan on the left! Everyone halt! Light up the area!  It's all right.,13,3,
He's fast asleep.,13,3,
This lad must not be one of those new types that moves at night.,13,3,
That's too bad.,13,3,
Let him be.,13,3,
I can't believe we didn't see it till that close up.,13,3,
"Yeah, I'm with you there.",13,3,
This moonless night must be protecting us.,13,3,
Light from the moon is reflected sunlight.,13,3,
The new type of Titan  We think they use that minuscule amount of reflected light to move.,13,3,
Using the new moon was the right move.,13,3,
There's no guarantee we won't have a repeat of before.,13,3,
"That lad may be one of those ""Moonlight Titans"" for all we know.",13,3,
"Hope we capture one someday!  I'm shaking?  Why? What am I so scared of?  Shit  If I screw up retaking Wall Maria because I'm like this, what then?!  How many people will lose hope forever?  There won't be a chance like this ever again!  Am I not cut out for it after all?  Someone like me? How can I save humanity?  Someone like me? How?  Eren  What are you shaking for? Are you scared?  Huh?! I'm not scared!  Huh? You're kidding Look at your hand.",13,3,
This is It's cold! My hand's damn freezing!  Really? My whole body's been shaking this whole time.,13,3,
"See?  Eren, have you ever been afraid of Titans?  Normally, everyone's terrified of them.",13,3,
"Like me The first time I faced a Titan, I couldn't move a muscle.",13,3,
But there I was  And you pulled me right out of a Titan's mouth.,13,3,
How were you able to do something like that?  I remembered  the time you showed me that book.,13,3,
"Up until then, I never once thought about what was outside the walls.",13,3,
I just spent every day staring at the clouds and sky.,13,3,
"But then, I heard your story and looked into your eyes.",13,3,
You were seeing an awesome dream.,13,3,
But I had nothing.,13,3,
That's when I knew.,13,3,
I wasn't free.,13,3,
"Trapped in a small cage in a huge world,  my freedom stolen by those unthinkable fiends.",13,3,
"When I realized that, I couldn't forgive them.",13,3,
"I don't know why, but when it comes to taking back freedom  Yes Strength flows through me.",13,3,
Thanks for that.,13,3,
I'm good now.,13,3,
Mmm.,13,3,
"I bet, by this time next year, we'll be looking at the sea.",13,3,
I recognize this area.,13,3,
I think we came here for firewood.,13,3,
I can see the foot!  There's signs of a trail!  It's so close.,13,3,
I can hear the river.,13,3,
"Finally, we're back  The first time since we fled from here.",13,3,
"Back to our hometown  Be on guard for Titans hiding in the shadows!  Our operation begins now!  All troops, switch to ODM gear!  There's two gates we must seal the inner and outer.",13,3,
"With that, Shiganshina will be isolated.",13,3,
We'll exterminate any Titans left inside.,13,3,
"If the enemy knows our plan, they'll go straight after Eren, but  We'll have hoods covering the faces of all 100 of our soldiers.",13,3,
"By the time they find out who Eren is, we'll have the outer gate plugged.",13,3,
Don't stop!  Head for the outer gate!  Roger!  This is  the remains of a fire?  They're here and close!  Bertholdt and Reiner!  My house is right around there.,13,3,
That's where we left everything behind.,13,3,
"It's okay, I'll take it all back!  This is all too strange  Not a single Titan in sight?  But we have to keep going.",13,3,
"Yeah, there's no reason to call it off.",13,3,
I can do this! No  We can do this!  Because we've all been special since the day we were born!  We're free!  Don't let your guard down!  Keep on the lookout!  Roger!  Eren!  How's your ODM gear?  It's fine.,13,3,
But I did manage to lose my cloak.,13,3,
Thanks.,13,3,
Mmm.,13,3,
"The hole?!  Success!  It's plugged all right!  We did it!  Eren, you okay?  No problems here.",13,3,
I'm ready like we trained.,13,3,
"We'll head for the inner gate!  While we're on the move, remember to hide your faces!  I really plugged the hole? And that easily?  You did it.",13,3,
Believe in your own power.,13,3,
"The hole from then  Not yet!  No matter how much you plug it, they'll break the wall as long as they live.",13,3,
"Until we kill Reiner, Bertholdt, and any other enemies,  the operation to retake Wall Maria won't end.",13,3,
Of course I know that!  The outer gate was a success.,13,3,
"Still, it's odd  There's no attack coming.",13,3,
"On the contrary, we've not seen a single Titan so far.",13,3,
"Were they not prepared for our sudden assault?  We can only hope, but  Considering what Arlelt discovered  Hmm?  I looked into it.",13,3,
I'm pretty sure someone was camping.,13,3,
The pot was cold and lights were scattered on the ground.,13,3,
They were drinking something like black tea.,13,3,
"Smells good What is this drink?  Also, there were three cups with drops of a black liquid in it.",13,3,
"At the least, there were three people atop the wall.",13,3,
"Th-Three, you say?!  Was the metal pot completely cool?  Yes.",13,3,
I find that odd.,13,3,
Agreed.,13,3,
Th-The pot?  We charged here at full speed using horses and ODM gear.,13,3,
"Had they noticed our approach by sound or by sight,  they'd have two minutes to react.",13,3,
A pot in use wouldn't cool in just two minutes.,13,3,
They had to have known we were coming for five minutes or more.,13,3,
Meaning they've had plenty of time to prepare for us.,13,3,
"But how?  Th-There must be a scout in addition to the three on the wall  No, we have to assume there's many more enemies in hiding.",13,3,
"For now, locating the enemy is our priority.",13,3,
"Arlelt  With that brain of yours, you've saved us from disaster countless times.",13,3,
Right now is one of those times we need you.,13,3,
Huh?  Take as many soldiers as needed.,13,3,
Find out if enemies are hiding near the inner gate or not.,13,3,
"As of now, you obey Armin Arlelt's commands.",13,3,
"Continue the search!  R  Roger!  We searched the wall thoroughly!  What are your orders, Arlelt?!  Send one group to each side of the wall!  Search all the buildings near the inner gate!  Report any findings with an acoustic shell!  A-All right?  Roger!  Another big gamble of yours?  No, he's proven himself.",13,3,
He's one of our greatest weapons.,13,3,
Eren's coming to plug the inner gate.,13,3,
What now?  Pause the operation until we find the enemy?  We continue.,13,3,
We'll lose a prolonged battle in enemy territory.,13,3,
"For us, our only chance is with a decisive battle.",13,3,
"Besides, if this is all according to the enemy's plan, we'll just have to live with it.",13,3,
"In any case, they're not the only ones hiding something.",13,3,
What do I do?  Eren's coming to seal the inner gate  And we don't know where the enemy's at!  Why haven't they shown even though we plugged the wall?  Why can't we find them no matter how much we search?  This is bad What now?  If we fail that'll really be the end!  It's over.,13,3,
Everything  They always attack us in unthinkable ways we always fail to predict.,13,3,
"We're always at a disadvantage because  we simply know nothing about Titans!  Always?  Did you find them, Arlelt?!  Where are they?!  Not yet! Everyone search the walls!  I told you we already did!  There's nowhere to hide!  Inside the walls!  Inside the walls?  Yes!  There must be a spot where someone could stay inside for a long time!  How do you know that?!  It's a hunch.",13,3,
"Do you have any idea what sort of situation we're in?!  We don't have time to waste on hunches!  Think about it!  The enemy always attacks us using Titan powers in ways we never imagine!  If we constrain ourselves to common sense and reason,  we'll never be able to gain the upper hand!  The signal to halt the mission!  All troops, scatter and stand by atop the wall!  Roger!  There are times to be strict and times to be flexible.",13,3,
Adhere to the principles you vowed while giving everything you've got.,13,3,
Obey the chain of command.,13,3,
"The reason we are here is to claim victory!  Break into two groups again and search the surface!  Especially above the gate!  Commence the search!  Rog  Roger!  What are they doing?  Should we really be waiting like this?  Yeah, so much for our surprise attack  Armin Did you figure something out?  A position to react, no matter when Eren appears  A position able to see everything  If there is such a place, it has to be in the walls.",13,3,
"If the enemy has no idea we know about the Titans in the walls,  and they think we'll never see it coming  Or possibly?  Here! There's a cavity here!  Reiner!  Shit!  Captain?!  Is that another Titan power?! Captain?!  Is that another Titan power?!  So close! But I couldn't finish 'em!  Keep on the lookout!  Locate his allies!  Boulder incoming!  Get down!  What the?!  Did he miss?  No That was good aim.",13,3,
He plugged the entrance.,13,3,
Now the horses can't pass.,13,3,
They'll aim for the horses and surround us  in order to block our escape and annihilate us here.,13,3,
We're both hoping for the same thing.,13,3,
To settle it here once and for all.,13,3,
Humanity or Titans?!  Which side will live?! Which side will perish?!   A horde of Titans appears out of nowhere.,13,3,
"As they vie to settle the fight,  the once friend becomes enemy and stands in Eren's way.",13,3,
"Next episode: ""Thunder Spears.",13,3,
"""  ""Thunder Spears""",13,3,
"""Thunder Spears""  Erwin, he's gonna climb up.",14,3,
"All troops! Avoid clashing with the Armored Titan!  Stay away from him!  Roger!  Hange, why didn't he signal to attack? What's he thinking?  He's watching the enemy's movements.",14,3,
Because Reiner and friends prepared some sort of grand welcome for us.,14,3,
That quadruped type is carrying luggage on its saddle.,14,3,
It wasn't one of those that just transformed.,14,3,
"In which case, is that the enemy's scout?  If it took notice of our approach and informed Reiner, that must mean  That quadruped type down there is an Intelligent Titan.",14,3,
"No, there might even be others.",14,3,
That Titan has luggage?  What could it be?  They're moving! Multiple two- to three-meters approaching!  It's just like the raid at Utgard Castle  They'll go after the horses first.,14,3,
"Their primary objective is to capture Eren, but  To achieve that, they'll take away our only escape option.",14,3,
"With Wall Maria still being deep in Titan territory,  we have no means to get back without horses.",14,3,
"Just by killing our horses,  it completely blocks our escape and severs our supply line.",14,3,
"Whether it takes one week or a month,  they can simply wait until there's nobody who can move.",14,3,
"Without any of the risks of battle,  they can waltz in and take Eren once he's too weak to resist.",14,3,
"Right now, the fact that all those larger Titans are staying in formation  is proof that their only purpose is to cage us in.",14,3,
"Commander! The Armored Titan is close!  And we still don't know where Bertholdt is!  Yeah, I know.",14,3,
"At this point, what I fear most  is that Reiner and Bertholdt slaughter our horses unchecked.",14,3,
Therefore  Are you finally ready to say something?  I could've had breakfast during the wait.,14,3,
"Dirk Squad and Marlene Squad!  Protect the horses at the gate with Klaus Squad!  Levi Squad and Hange Squad! Take down the Armored Titan!  Employ the Thunder Spears at your own discretion!  Achieve your objectives whatever it takes!  This moment! This battle!  The survival of humanity depends on it!  Once more, for humanity  give your hearts!  Yes, sir!  You hear that?! Turn the table on the Titans coming for our horses!  Sir!  Wait! Levi, Armin!  I did say Levi Squad, but I need you to stay, Levi.",14,3,
To protect the horses and not Eren?  That's right.,14,3,
And to strike him down when the chance comes.,14,3,
You're the only one I can entrust to take on the Beast Titan.,14,3,
Understood.,14,3,
"Since I failed to kill that armored brat earlier,  I'll make up for it with the Beast Titan's head.",14,3,
"Armin, I have a plan for the Armored Titan.",14,3,
Sir.,14,3,
There are two halves in this battle for humanity's fate.,14,3,
And one of them I'm putting on Hange and your shoulders.,14,3,
There they are all gathered in one place.,14,3,
I'll kill the horses and make a break for it.,14,3,
That's good enough.,14,3,
"No matter how strong Captain Levi is, he's still no match for our War Chief.",14,3,
"That was close  If I was any slower transferring my consciousness to my body,  I would've died instantly.",14,3,
How did they even think to look inside the walls?  Armin? Was it you?  No It doesn't matter.,14,3,
"With this, our long journey is finally coming to an end.",14,3,
Erwin Smith  Don't get distracted.,14,3,
I've got to kill the horses first.,14,3,
Eren!  Why did he show up unprovoked?  They should be painfully aware that he's our main objective.,14,3,
"What are you thinking?  To flee south and escape over the wall?  If he's alone, he could escape as a Titan to Trost without a horse.",14,3,
"And were that to happen, we'd have no reason to stay here and fight.",14,3,
"Even if we did manage to annihilate the Scouts,  we can't let someone who mastered hardening in two months back in the walls.",14,3,
"If he learns how to harness the Coordinate's full power, it'll be too late.",14,3,
"No, wait.",14,3,
"This is weird  If he really was escaping,  he would've transformed after using ODM gear to scale the wall.",14,3,
"Why would he transform when Shiganshina is surrounded by walls?  I get it!  They're trying to  change my target from the horses to Eren!  Not giving me time to think, are we?  Dammit, Commander.",14,3,
"And I climbed way up here  Good! He took the bait!  He wants to use Eren as bait?  Yes, those were Commander Erwin's orders.",14,3,
"He'd resort to using Eren as bait just to protect the horses?  You're kidding And what if Reiner chooses to kill the horses anyways?  No, he should chase Eren.",14,3,
"If Reiner does go after the horses,  Eren will keep going and wrap around behind the Beast Titan.",14,3,
"With Levi, the Scouts, and Eren, they can pincer and fight the Beast Titan.",14,3,
"Erwin must have said that, right?  Yes.",14,3,
"Even if it doesn't go as planned, by having Eren flee like that,  it'll confuse the enemy enough to break their ranks.",14,3,
It all depends if Reiner can see that far ahead.,14,3,
"Knowing him, I bet that he will.",14,3,
All right! We'll take on the Armored Titan in Shiganshina!  Hold on!  There's one more thing I'm worried about.,14,3,
Bertholdt is still in hiding somewhere.,14,3,
"The last time they fought, Eren had Reiner on the verge of defeat, but  Bertholdt's attack caught him off guard and he ended up their captive.",14,3,
"It's a simple counter-strategy, but let's fight away from the walls.",14,3,
"It might've been a fluke, but  I've beaten you once already.",14,3,
I had it in the bag.,14,3,
"One-on-one, I can win.",14,3,
"When it comes to hand-to-hand combat, Annie was a tougher opponent by far!  Do you have any idea where we're standing right now?!  This is the place  where I  where we  once called home!  I'm taking it back.",14,3,
"I'll slaughter you all  and take back what you stole!  All of it!  Recruits! Move the remaining horses west!  Protect the recruits with Dirk Squad!  Where, Marlo?!  Huh?  Where do we tie the horses?!  W-We were told not to put them all in one place.",14,3,
Not here.,14,3,
Farther.,14,3,
"Three-to four-meters coming from the east!  That's a Titan?  Captain Levi!  Now's our chance! Hurry!  Clean up the small ones already!  Do it before the Beast Titan moves!  And no casualties! Don't you dare die!  Sir!  Shit, this is pathetic.",14,3,
The weak ones die so fast.,14,3,
Should've kept 'em up there.,14,3,
Struggling with three- to four-meter Titans  Casualties all over the place  The Scouts aren't nearly as strong as they once were.,14,3,
"However, without all those sacrifices, we never would have made it this far.",14,3,
"When I was a cadet,  I told the others about my father's theory which I also believed.",14,3,
"And that once I was a Scout, I would prove it.",14,3,
"But after I joined the Scouts, I stopped talking about it for some reason.",14,3,
"No, that's wrong  It wasn't some reason.",14,3,
I had realized something.,14,3,
That only I was fighting for myself.,14,3,
That only I had a dream I wanted to see.,14,3,
"Before I knew it, I was giving people orders and inspiring my comrades.",14,3,
Saying they should give their hearts to humanity.,14,3,
"Thus, I fooled my comrades  Fooled myself  And upon a mountain of their corpses  I now stand.",14,3,
"And yet, the basement lingers at the back of my mind.",14,3,
"Even if this plan fails, I might be able to reach the basement before I die  The basement Grisha Yeager left behind  The truth of our world  Those experiments paid off!  These fists are all I need to fight!  By focusing the hardening on one spot, it gets even stronger!  Since his armor's spread across his whole body, I can smash it like thin ice!  Too slow, you big oaf!  Shit!  Hange!  Not yet! Everything rides on the first attack!  Wait and trust Eren will give us a good opening!  That metal rod is your new weapon?  You could at least call it a spear.",14,3,
The Corps of Engineers really pulled through for me.,14,3,
"Using technology kept secret by the Interior Police, that is.",14,3,
"I told them, basically, we needed a weapon we could use against the Armored Titan.",14,3,
Against the Armored Titan?!  Our blades were all but useless against the Armored Titan.,14,3,
"As long as he didn't show an opening in his hardening,  all we could do was watch Eren fight the Armored Titan from the sidelines.",14,3,
It's true We couldn't stop him taking Eren away even if we wanted to.,14,3,
"Back then, if the Commander hadn't drawn a horde of Titans to him  Thus far, the only attacks effective against the Armored Titan  have been Eren's strangles and locks as a Titan.",14,3,
"Also, we have high hopes for his ""hardened punch"" from recent experiments.",14,3,
"However, the mission won't succeed with only those as our weapons.",14,3,
"While it's important we plug the wall, more so than that,  we must kill Reiner and Bertholdt, who are responsible for destroying the wall.",14,3,
So you're saying you want us to stab the Armored Titan with those spears?  It's easier just to show you.,14,3,
Let's step outside.,14,3,
"It's powerful, as you can see.",14,3,
It's like a strike of lightning.,14,3,
"Hence the name, ""Thunder Spear.",14,3,
"""  However, is it enough to bring down the Armored Titan?  We won't know until we try.",14,3,
"It's effective against normal Titans,  but to deal a blow to the Armored Titan, it'll take a little more work.",14,3,
Shit!  I guess biting Eren out of there isn't something I can do by myself.,14,3,
"I've got to resort to that  Go now!  They're making a move?  I knew they've been gradually surrounding me, but  What can they even do to me with their blades?  I've got hardened armor covering every inch of my body.",14,3,
"They can't even scratch me!  We did it?  No, not yet  The Thunder Spears are so destructive,  they're dangerous even to those who fire them.",14,3,
"If you anchor to the Titan as if to slash it like normal with your blade,  you'll get caught up in the explosion.",14,3,
Which means the only chance to use Thunder Spears  is when the target is surrounded by multiple standing objects.,14,3,
We can only attack with Thunder Spears in situations exactly like this.,14,3,
"Right here and now, we've got to settle it!  W-We got 'em!  It worked! The armor on his nape is peeling off!  R-Really?  The spears worked!  Do it again!  Attack again with Thunder Spears and finish him off!  Reiner  You guys!  I thought you were ready if it ever came to this!  Let's do it!  W-Wait!   If something had been said that day, could the future have changed?  For all the lives they carry on their shoulders,  they wish for the death of each other.",14,3,
"Next episode: ""Descent.",14,3,
"""  ""Descent""",14,3,
"""Descent""  Defend him!  Even if it costs us our lives  we must let Eren reach the gate!  Do not let the Titans get near him!  They're going to plug the hole with that? It's insane  Eren might end up getting eaten.",15,3,
"And if that happens, we still won't know a thing.",15,3,
"Yeah If it comes to it, I'll have to do something with my Titan somehow.",15,3,
"But if their plan works, it'll plug the hole we finally opened.",15,3,
It doesn't matter.,15,3,
We've been searching for a clue these past five years and we finally found it.,15,3,
"Hey you guys?  What were you just talking about?  What did you mean by ""my Titan,"" Reiner?  What's this about ""The hole we opened,"" Bertholdt?  Marco  That conversation just now was a joke.",15,3,
"H-Have you guys lost it? This isn't like you!  Focus on the mission!  Look, the Titans are coming! Let's go!  Eren transformed into a Titan  Humans can become Titans  So if the Colossal Titan appeared out of nowhere and suddenly vanished  it's probably a human, too.",15,3,
"In other words, the enemy Titans are hiding as humans somewhere.",15,3,
"That means  Reiner!  R-Reiner! What are you doing?!  Reiner?!  This is a joke, right?!  No, Marco The problem is you're too damn sharp.",15,3,
Someone help!  Annie! Help me out!  What's this all about?  Reiner's acting crazy! Help me!  He heard our conversation.,15,3,
We can't let him live.,15,3,
"You're shitting me You asshole!  What?  A Titan! It's coming this way!  Annie! Take off Marco's ODM gear!  Huh?!  Do it, fast!  Why do I have to?  Back there, you risked your life for Conny, didn't you?  Why did you put yourself in danger?  Have you become attached to this evil race or something?  If I'm wrong, prove it to me right now!  If you, and your father waiting for you to come home,  are any different than this filthy race, prove it right now!  Reiner! It's almost on top of us!  Annie!  Stop it! Annie! Don't do this!  Why?! Why?! Why?! Why do this?!  Annie!  This is what makes us warriors.",15,3,
"Annie, you did well.",15,3,
Reiner.,15,3,
What now?  Not yet.,15,3,
We have to let them gather first.,15,3,
"I see They were waiting for all the Titans to gather  Wait  Why? What are you in such a hurry for?!  We haven't even  had a chance to talk this through!  Hey  Why  is Marco  getting eaten?  I already told you  Annie is doing fine, I'm sure.",15,3,
There's no way she's getting tortured.,15,3,
"For starters, don't you think that's unlikely?  With powers like ours, one scratch and we can pretty much handle anything.",15,3,
And remember it's Annie we're talking about here.,15,3,
I bet she's in hiding somewhere practicing her kicks and what not.,15,3,
"Still, there's no mistaking her identity was revealed.",15,3,
"Even if it's Annie  Oh? Does this mean you're not fully committed yet?  Is that right?  And what about the agreement we came to? Was that all for nothing?  We can go at it again if you want, Reiner.",15,3,
"But the next time you lose, you give up your armor to another warrior.",15,3,
"N-No, that's not what I meant.",15,3,
Then pull yourself together.,15,3,
We only have one goal.,15,3,
To recover the Coordinate and put an end to this cursed history.,15,3,
Let's end this.,15,3,
"I want to end all this, with us.",15,3,
Understood.,15,3,
I'll try to keep Annie out of my head for now.,15,3,
There's no need to put anyone else through this hell but us.,15,3,
Let's  end this.,15,3,
Bertholdt  War Chief Zeke.,15,3,
Enemy troops are approaching.,15,3,
They've reached the foot.,15,3,
My brave warriors.,15,3,
It's time to settle this here and finish our mission once and for all.,15,3,
Hot!  Let's go.,15,3,
Yeah.,15,3,
Let's go.,15,3,
Bertholdt.,15,3,
"I've told you a bunch of times, but  You and I will be in separate positions.",15,3,
So try thinking on your own for once.,15,3,
R-Right.,15,3,
You don't always have to wait for my signal.,15,3,
"Yeah, I know.",15,3,
"You're supposed to be the one with the greatest ability of all,  yet you leave it to others when it matters.",15,3,
"To be honest, I never thought you reliable.",15,3,
I know.,15,3,
Up until now.,15,3,
"We're ending this here, right?  That's right.",15,3,
We're gonna win and end this.,15,3,
Keep up that attitude till you're with your beloved Annie.,15,3,
I-It's not like that  I bet even Annie would appreciate the one who rushes in to save her  and mistake him for her prince.,15,3,
Even if it's you.,15,3,
And Christa  We'll save her no matter what.,15,3,
That's our promise to Ymir.,15,3,
"Yeah, no matter what.",15,3,
See ya.,15,3,
"I'm counting on you, buddy.",15,3,
Leave it to me.,15,3,
It's been a while since Reiner transformed  No signal yet?  Reiner Are you okay out there?  We did it!  We blew his head off!  The Armored Titan bit the dust!  We did it  You were such a pain in the ass for us.,15,3,
"Serves you right, scumbag!  What the hell are you crying for?!  C'mon, get up! This ain't over yet!  Don't cry! We're the ones who killed him!  It's not over! Ready your equipment for the next round!  Armin  It's not like we had any chance to negotiate  It's our side dealing with the overwhelming lack of information.",15,3,
We don't have the power to capture someone who can turn into a Titan.,15,3,
There was nothing we could do.,15,3,
"It can't be  There it was! The signal!  Nail him with Thunder Spears! We'll just have to blow his body to bits!  That scream just now  Was it for Bertholdt?  Wait! We need to get away from Reiner!  Up there! The Colossal Titan is coming!  We'll all get blown away!  Where are you, Reiner?! I'm coming!  Tsk!  They got us  Shit! Everyone, get away from the Armored Titan!  The Colossal Titan is falling our way!  Shoot! At this distance  none of us can avoid it.",15,3,
I'm close to the ground.,15,3,
It's now or never.,15,3,
I'll blow this whole place away.,15,3,
Reiner!  Reiner?!  Reiner?  He's alive!  But he  He transferred his consciousness throughout his whole nervous system?  But that was a last resort.,15,3,
To think he'd actually do it  It's hard to believe they cornered you like that.,15,3,
Reiner  I need you to do something for me.,15,3,
You're going to have to move a little.,15,3,
"And if you can't, I'm sorry  Prepare for the worst.",15,3,
I'm ending this.,15,3,
"In any case, our mission objective just came falling into our laps.",15,3,
You could even call this lucky.,15,3,
"Target approaching from ahead!  It's Bertholdt!  Our plan is as follows:  Levi Squad protects Eren under Armin's command!  All others work together to take down the two targets!  Roger!  Please wait!  Armin?  This is our final chance to negotiate!  Bertholdt! Stop right there!  Armin  What are you trying to accomplish?  Bertholdt! Let's talk this over!  If I agree to talk, would you all agree to die?!  We only want two simple things!  We want Eren and the demise of humanity in the walls!  That's the harsh truth of reality, Armin!  It's all been decided already!  Wha? Wh-Who decided any of that?!  I did  Huh?  What was that?!  I decided it!  Your lives are coming to an end right here!  That's very unfortunate!  I was hoping I wouldn't have to hear Annie's screams any longer!  The only one who can save her from the savages in the Military Police  is you, and no one else!  At this rate, she'll end up as feed for the pigs!  Fine by me!  Huh?  Let 'em feed her to the pigs!  If they really have her, that is!  What's the rush, Armin? Aren't we going to talk?  Did you think that if you talked about Annie, I'd lose my cool again?  That since I'm the meek and timid Bertholdt,  you could fool me into letting my guard down?  Stand down, Eren.",15,3,
You should know.,15,3,
You've got a slim chance against him.,15,3,
This isn't your fight yet.,15,3,
"Shit Armin, why?!  I know what you're doing.",15,3,
You're just buying time.,15,3,
Surrounding me with soldiers  and distracting me with this ruse while the others finish off Reiner!  I can tell.,15,3,
"You're standing there shaking so much, you can't do a damn thing.",15,3,
"If you knew that much, why did you even come talk?  I wanted to know.",15,3,
"To know whether, if I faced you guys,  I'd start whining and beg for forgiveness again.",15,3,
But  seems like I'm fine now.,15,3,
Yeah.,15,3,
You are precious comrades to me.,15,3,
I also intend to kill you.,15,3,
Is that because you think we're spawn of the devil?  No.,15,3,
"None of you have done anything wrong, and you're not devils either.",15,3,
But you all still have to die.,15,3,
That's just how it is.,15,3,
Mikasa!  Armin! Don't chase!  There's no knowing when he'll transform.,15,3,
"If we don't keep our distance, we'll get caught in another explosion.",15,3,
I don't think Bertholdt intends to just yet.,15,3,
"Reiner's on the verge of death, so if he did, he'd finish Reiner off.",15,3,
We could take Reiner as a hostage and fight him straight on with swords.,15,3,
"We should, but  It seemed like he had some sort of plan though.",15,3,
"Still, was that really Bertholdt just now?  To me, he seemed like a different person.",15,3,
"Me, too.",15,3,
Hurry! The Armored Titan is weak!  Let's finish him off!  Wha?  He's facing upwards now?!  We can't finish him off!  This is a very strange feeling  I don't feel that scared at all.,15,3,
I can see everything clearly.,15,3,
"I feel like, no matter how this all plays out, I can accept whatever happens.",15,3,
"That's right, nobody's in the wrong.",15,3,
There's nothing we could do.,15,3,
Because this world  is just  that cruel.,15,3,
"He's going up! Don't tell me  But I thought Reiner was right over there!  Quick, get out of here!  Hange!  You guys alive?!  I don't know! Are you?!  I-I'm hanging in there  Mikasa! Armin!  You okay?!  We're fine.",15,3,
Hange Squad?  They were so close to Bertholdt  You don't think  the only ones who survived  are us here?  H-Hey  Armin! What now?!  Wait for burning houses to flatten us?!  Armin.,15,3,
You're in command.,15,3,
We follow your orders.,15,3,
We retreat  Rally at the commander for new orders.,15,3,
We'll engage the Colossal Titan in a battle of attrition as originally planned.,15,3,
"Hold up, Armin  Huh?  It'll be a disaster if we let Bertholdt near the wall and the others.",15,3,
"If the houses in the inner gate catch fire,  they'll be sandwiched between the fire and the Beast Titan.",15,3,
"Th-That means  we have no choice but to defeat Bertholdt right here?  And we have to do it with the people we have here?  A-Armin!  The fire! Your orders?!  Hurry it up!  What will you do?  Beast Titan  Is this exactly what you wanted?   With the Colossal Titan's arrival, Shiganshina becomes a blaze.",15,3,
"Meanwhile, Erwin and the others take a serious blow from the Beast Titan.",15,3,
"Next episode: ""Perfect Game.",15,3,
"""  ""Perfect Game""",15,3,
H-Hey  Those houses will drop on us.,16,3,
"You think one of those houses is Eren's?  Eren's house  is eavesdropping!  Sasha, could you smack Conny?  I don't think he knows our location.",16,3,
Yeah.,16,3,
He's making Shiganshina a sea of flames by scattering burning debris.,16,3,
"That bastard  This time, you think you can burn down my city?!  A-Armin! The fire! Your orders?!  Hurry it up!  I can tell.",16,3,
"You're standing there shaking so much, you can't do a damn thing.",16,3,
"Jean, can you take my place?  I just have no idea.",16,3,
"what to do  I was wrong reading Bertholdt, and look where it got us.",16,3,
Jean! You're better suited for this!  The river! Move to the river!  Everyone aboard Eren! Conserve our gas!  Eren.,16,3,
"At some point, we'll have to get Bertholdt's attention,  but until then, don't let him see you.",16,3,
Armin.,16,3,
"I'm all right at reading situations,  but I'm coming up empty with a plan to get us out of this.",16,3,
"In the end, we're all counting on you.",16,3,
"""Perfect Game""  We're done cleaning up here.",16,3,
The only small ones left are the ones way at the front.,16,3,
"Still, how will we take down the Beast Titan?  He's perfectly content sitting way over there, not moving an inch.",16,3,
"Yeah, it seems he's a coward.",16,3,
Not like he's ever had balls to begin with.,16,3,
You take a break.,16,3,
We'll mop up the rest of the small ones.,16,3,
"Let's go!  Roger!  Shit  What was that explosion?  What happened to those guys?  Did Hange and the others avoid it?  I've gotta hurry to that side and  Hmm  That one was a little bit high  Oh, leave it right there.",16,3,
"Well, the first pitch was a warm-up.",16,3,
