sentence,episode,season,character
"I can't slice as good as those two! I'll just have to find the Titans before them! If anyone gets into the Military Police it'll be me! Thanks for the help, Jean! Following you was a good idea! Hooray! Sasha Braus.",4,1,
"She has unconventionally good intuition, but also demonstrates poor teamwork as a result.",4,1,
Conny Springer.,4,1,
"He excels at executing quick turns, but is also a bit dim-witted.",4,1,
Here they come.,4,1,
Damn! Shallower than Mikasa again! Mikasa Ackermann.,4,1,
Completely proficient in every area.,4,1,
"It's apt to say she's an unmatched, unprecedented genius.",4,1,
Eren Jaeger.,4,1,
"He has no real specialties, but he's improved his grades with his unparalleled effort.",4,1,
And he possesses twice the sense of purpose than anyone else.,4,1,
Oww! Sorry.,4,1,
I'm not good at holding back.,4,1,
Now it's your turn to be the rogue.,4,1,
What's the matter? I don't get this training.,4,1,
Why would soldiers fight other people? Only an idiot would take on a target barehanded.,4,1,
That's irresponsible thinking.,4,1,
We're soldiers.,4,1,
"There are times we can't run away, no matter how bad the situation is.",4,1,
"No matter what the enemy is, we have to be ready for it, whether it means using cannons or combat techniques.",4,1,
I believe that's the responsibility of a strong soldier.,4,1,
"Anyway, look there.",4,1,
"Oh, that's Annie.",4,1,
She's slacking off without the commandant noticing again.,4,1,
"All right, Eren.",4,1,
That slouch needs a talking-to.,4,1,
Let's teach her how a soldier's supposed to act.,4,1,
"Huh? Not fond of the commandant's head-butts? If you don't wanna end up any shorter, think back to when you first came here and start taking things seriously.",4,1,
"Hey, why are you being so rude? Man, she's mad.",4,1,
"I thought she looked scary enough as it is, but that's nothing compared to when she's pissed.",4,1,
"All right! Get started, Eren! Me?! You know the drill, right, Annie? Here I come! Wh-What the?! She kicked my leg?! Can I go now? No! The drill's not over until you take the dagger! Wait, Annie! You're supposed to do this a certain way! There.",4,1,
Now it's your turn to attack me.,4,1,
"N-No I'm not Do it, Reiner.",4,1,
I thought you wanted to teach her about a soldier's responsibility? Yeah.,4,1,
Sometimes a soldier can't back down.,4,1,
This is one of those times! That's an amazing technique.,4,1,
Who did you learn it from? My father.,4,1,
- Your dad came up with that move? - What does it matter? There's no point to any of this.,4,1,
You mean this training? We aren't graded on our hand-to-hand combat skills.,4,1,
"Most people brush it off, like them.",4,1,
Because only the top ten cadets are allowed to join the Military Police and serve in the interior.,4,1,
The only ones who take it seriously are naive idiots like you or just ordinary idiots.,4,1,
"Crap! The commandant! For some reason, in this world, the better you are at fighting Titans the further you can get from them.",4,1,
"How do you think this farce came about? I don't know That's a good question! Maybe because it's human nature? Anyway, I refuse to be stupid enough to play ""Soldier"" in this inane world.",4,1,
Looks like you're not much of a warrior at all.,4,1,
I was so caught up in getting stronger that I never realized it.,4,1,
It's such a clear contradiction They're honing their Titan-killing skills just to get away from the Titans! It can't be helped.,4,1,
"Before Wall Maria fell, only the Scouts needed omni-directional mobility, and they're a small regiment.",4,1,
- That put ODM expertise at risk - Give it a strong blast for just a second.,4,1,
- so this was a way to prevent its decline.,4,1,
- Relying on inertia will save you gas.,4,1,
Easier said than done.,4,1,
"Yeah, maybe not everyone can pull it off but there's no harm in knowing about it, if you wanna join the Military Police.",4,1,
"Yeah! I'd love to get in! Working near the king There's no greater honor than that! Hold on, Marco! Quit talkin' like a goody-two-shoes and say what you really think! You wanna join the Military Police 'cause it means a safe, comfy life in the interior! No! I really do want to It's comfy in the interior? Until five years ago, this used to be the interior too.",4,1,
"What's your point, Eren? Jean.",4,1,
You don't need to go to the interior.,4,1,
I'd say your head is nice and spacious enough as it is.,4,1,
"You little Honing your Titan-killing skills to get away from the Titans Doesn't that seem like a weird system to you? You only say that now? I want that stupid system to stay in place, for my sake.",4,1,
You piece of scum! Shut up! This is the real world! Eren! Quit it! Stop that.,4,1,
- Screw you! - Huh?! Let go! You're gonna rip it! I don't give a damn about your clothes! I'm jealous! Huh?! What are you talking about?! I see now He always has to take his feelings out on others Just like I always do.,4,1,
But not this time! I'm going to use that move to take control of the situation! What the hell was that?! A combat technique I learned the hard way while you were screwing around.,4,1,
"A carefree, capricious life is your idea of the real world? And you honestly call yourself a soldier?! I heard a loud sound just now Would anyone care to explain? - It was Sasha.",4,1,
She passed gas.,4,1,
"- Huh?! You again? Learn some decency, will you?! Give your hearts! Yes, Sir! You have three options after you graduate from the Cadets today! The Garrison Regiment, which reinforces the walls and protects each city! The Scout Regiment, which risks life and limb to venture into Titan territory outside the walls! And the Military Police Regiment, which serves under the king by policing the people and preserving order! Of course, the only ones allowed to join the Military Police are the top ten cadets who were previously named! We've finally made it here Now it's our turn to devour the Titans! Yes! Now I'm gonna be in the Military Police! No more worrying about food! How'd I get ranked under Eren?! Damn! Are you seriously not gonna join the Military Police Regiment, Eren?! Even after you got into the top ten and all?! My mind was set from the very start.",4,1,
I didn't train all this time to live in the interior.,4,1,
I did it to fight the Titans.,4,1,
We can't beat them! You know how many tens of thousands of people have been eaten so far The answer was clear after we lost 20% of our population.,4,1,
Humanity can't beat the Titans.,4,1,
"So? You're gonna give up because you think we can't win?! - Well - Yes, humanity has lost so far.",4,1,
That's because we were clueless about the Titans! Material warfare is useless against them.,4,1,
"We lost, but the information we gained in battle will lead to further hope! Are we just going to throw away all the advances in fighting techniques that cost us tens of thousands of lives so we can be Titan fodder?! The hell with that! I'm going to drive out every last Titan and leave these cramped walls! That's my dream! Humanity hasn't truly been defeated yet! Wait, Eren! If you wanna go outside the walls, be my guest! I'm gonna join the Military Police! Eren.",4,1,
"That stuff about your dream just now Yeah, I borrowed those ideas of yours about going outside instead of staying inside.",4,1,
"I'm going to join the Scout Regiment! Are you serious, Armin?! You were the top in classroom studies! You should put that to use! I won't be a burden.",4,1,
Even if it costs me my life.,4,1,
I'll join the Scouts too.,4,1,
"Hey! You graduated top of the class! You should join the Military Police! If you join the Military Police, then I will too.",4,1,
"If you join the Garrison Regiment, then I will too.",4,1,
Because you'll die an early death unless I'm around.,4,1,
I never asked for your help.,4,1,
I don't want to lose any more of my family.,4,1,
It's here! The main unit of the Scout Regiment! Commander Erwin! Give those Titans a real thrashing! Look! It's Captain Levi! They say he's as mighty as an entire brigade! Ugh.,4,1,
"Talk about annoying This is nothing like five years ago! People actually feel hopeful about the Scout members! Yeah, everyone's cheered up since then.",4,1,
Nothing's happened in five years.,4,1,
They've upgraded the mounted cannons too.,4,1,
I doubt the Colossal Titan will show up anymore.,4,1,
"Yeah! That's a load of crap, you idiotic couple! Wh-What? Us, a married couple? You're getting ahead of yourself, Eren! Hey, guys! Mr.",4,1,
Hannes! Heard you graduated yesterday.,4,1,
"Man, you brats have really matured.",4,1,
"You too, Mr.",4,1,
"Hannes! You used to be a drunk, but now you're chief of the Corps of Engineers.",4,1,
"Oh, you! I'm sorry I couldn't save your mom.",4,1,
It wasn't your fault.,4,1,
We're not ignorant anymore.,4,1,
We won't let another tragedy like that happen.,4,1,
"We will defeat the Titans! I don't know if I should be happy that you've grown up or not Don't go dyin', now.",4,1,
"Huh?! You're joining the Scouts?! Conny! You were so set on the Military Police! Yeah, I was! But Sounds like your speech yesterday won him over! Huh?! M-Mind your own business! I decided it on my own! Don't be so embarrassed.",4,1,
You're not the only one.,4,1,
"Thomas You don't mean? Umm, everyone? I brought some meat from the officers' storehouse! Sasha! Do you want to end up in solitary confinement?! You really are crazy! So much it's scary We can all share it later All sliced up, and between some bread - Go put it back! - Yeah! After we lost all that land, meat's become really valuable.",4,1,
